route,direction,departure_time,arrival_time,is_shuttle,shuttle_start,shuttle_end,valid_from,valid_to,remarks,timetable_type,schedule_type
八王子駅南口,0,09:23:00,09:35:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,09:28:00,09:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,09:33:00,09:45:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,09:38:00,09:50:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,09:43:00,09:55:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,09:48:00,10:00:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,09:53:00,10:05:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,09:58:00,10:10:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:03:00,10:15:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:08:00,10:20:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:13:00,10:25:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:18:00,10:30:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:23:00,10:35:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:28:00,10:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:33:00,10:45:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:38:00,10:50:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:48:00,11:00:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,10:58:00,11:10:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,11:08:00,11:20:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,11:18:00,11:30:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,11:28:00,11:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,11:38:00,11:50:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,11:53:00,12:05:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:03:00,12:15:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:08:00,12:20:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:13:00,12:25:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:18:00,12:30:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:23:00,12:35:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:28:00,12:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:33:00,12:45:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:38:00,12:50:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:48:00,13:00:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,12:58:00,13:10:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,13:08:00,13:20:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,13:18:00,13:30:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,13:28:00,13:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,13:38:00,13:50:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,13:48:00,14:00:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,13:58:00,14:10:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,14:08:00,14:20:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,14:18:00,14:30:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,14:28:00,14:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,14:38:00,14:50:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,14:48:00,15:00:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,15:00:00,15:11:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,15:00:00,16:00:00,1,15:00:00,16:00:00,2024-04-07,2024-07-25,約5～10分間隔,,schoolbus_weekday
八王子駅南口,0,15:30:00,15:41:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,15:40:00,15:51:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,15:50:00,16:01:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,16:00:00,16:11:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,16:10:00,16:21:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,16:20:00,16:31:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,16:00:00,17:00:00,1,16:00:00,17:00:00,2024-04-07,2024-07-25,約3～10分間隔,,schoolbus_weekday
八王子駅南口,0,17:30:00,17:41:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,17:40:00,17:51:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,17:50:00,18:01:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,18:00:00,18:11:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,18:10:00,18:21:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,18:20:00,18:31:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,18:30:00,18:41:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,18:40:00,18:51:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,19:00:00,20:00:00,1,19:00:00,20:00:00,2024-04-07,2024-07-25,約5～10分間隔,,schoolbus_weekday
八王子駅南口,0,19:10:00,19:21:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,19:20:00,19:31:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,19:30:00,19:41:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,19:40:00,19:51:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,19:50:00,20:01:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,20:00:00,20:11:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,20:10:00,20:21:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,20:20:00,20:31:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,20:30:00,20:41:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,20:45:00,20:56:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,21:00:00,21:11:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,21:10:00,21:21:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,21:15:00,21:26:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
八王子駅南口,0,21:20:00,21:31:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,08:06:00,08:14:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,08:22:00,08:28:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,08:36:00,08:42:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,08:50:00,08:56:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,09:04:00,09:10:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,10:18:00,10:24:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,10:42:00,10:48:00,0,,,2024-04-07,2024-07-25,,,schoolbus_weekday
学生会館,0,17:02:00,17:08:00,0,,,2024-04-07,2024-07-25, ,,schoolbus_weekday
八王子みなみ野駅,0,07:22:00,07:29:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,07:31:00,07:38:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,07:37:00,07:44:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,07:45:00,07:52:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,07:51:00,07:58:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,07:59:00,08:06:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,08:08:00,08:15:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,08:00:00,09:00:00,1,08:00:00,09:00:00,2024-04-07,2024-07-25,約3～5分間隔,,schoolbus_saturday
八王子みなみ野駅,0,09:18:00,09:25:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,09:27:00,09:34:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,09:37:00,09:44:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,09:48:00,09:55:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,09:53:00,10:00:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:03:00,10:10:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:11:00,10:18:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:17:00,10:24:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:23:00,10:30:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:33:00,10:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:39:00,10:46:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:49:00,10:56:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,10:56:00,11:03:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,11:09:00,11:16:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,11:16:00,11:23:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,11:29:00,11:36:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,11:36:00,11:43:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,11:49:00,11:56:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,11:56:00,12:03:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:02:00,12:09:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:09:00,12:16:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:16:00,12:23:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:22:00,12:29:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:29:00,12:36:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:36:00,12:43:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:42:00,12:49:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:49:00,12:56:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,12:56:00,13:03:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,13:09:00,13:16:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,13:16:00,13:23:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,13:29:00,13:36:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,13:36:00,13:43:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,13:49:00,13:56:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,13:56:00,14:03:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,14:09:00,14:16:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,14:16:00,14:23:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,14:29:00,14:36:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,14:36:00,14:43:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,14:49:00,14:56:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,14:56:00,15:03:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,15:02:00,15:09:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,15:13:00,15:20:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,15:21:00,15:28:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,15:33:00,15:40:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,15:44:00,15:51:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,15:56:00,16:03:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,16:08:00,16:15:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,16:19:00,16:26:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,16:29:00,16:36:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,16:39:00,16:46:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,16:00:00,17:00:00,1,16:00:00,17:00:00,2024-04-07,2024-07-25,約3～10分間隔,,schoolbus_saturday
八王子みなみ野駅,0,17:18:00,17:25:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,17:26:00,17:33:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,17:36:00,17:43:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,17:44:00,17:51:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,17:53:00,18:00:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,18:01:00,18:08:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,18:09:00,18:16:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,18:20:00,18:27:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,18:30:00,18:37:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,18:42:00,18:49:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,18:52:00,18:59:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,19:00:00,20:00:00,1,19:00:00,20:00:00,2024-04-07,2024-07-25,約5～10分間隔,,schoolbus_saturday
八王子みなみ野駅,0,19:04:00,19:11:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,19:14:00,19:21:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,19:25:00,19:32:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
八王子みなみ野駅,0,19:36:00,19:43:00,0,,,2024-04-07,2024-07-25,,,schoolbus_saturday
